changed_files	id	span	title
0	80192296	0 days 04:46:39.000000000	update CIRCexplorer2 from 2.1.2 to 2.2.0
2	80128248	1 days 04:02:13.000000000	Bcl2fastq nextseq recipe
3	80114874	66 days 03:58:02.000000000	Add blasr recipe
2	80091250	6 days 23:07:40.000000000	Add recipe for pytriangle
2	80081597	114 days 09:03:49.000000000	WIP: add initial eden version
3	80067144	8 days 10:58:17.000000000	Fix EMBOSS package
2	80064911	0 days 00:54:04.000000000	Attempt to get an OS X package for IgBLAST
1	80055864	0 days 00:22:47.000000000	Bump Nanocall to 0.6.13
1	80047249	0 days 02:02:02.000000000	Do not skip build of sqt on osx
6	80038085	3 days 23:42:40.000000000	 add r-coloc recipe and dependency r-bma
2	79899182	0 days 06:55:19.000000000	Add py2bit
95	79898923	0 days 01:53:46.000000000	Switch back to old build system because of continuing problems.
10	79881941	0 days 23:23:03.000000000	Rdkit with pillow; compilation with new build system
2	79790777	0 days 00:18:18.000000000	"Revert ""rdkit: add pillow as runtime dependency"""
1	79767042	0 days 01:12:14.000000000	update to vsearch 2.0.3
1	79739349	0 days 03:37:20.000000000	add r-jpeg
3	79724179	0 days 05:01:41.000000000	 add r-leaps recipe
3	79723087	0 days 00:23:46.000000000	 add r-inline recipe
2	79721066	0 days 05:47:20.000000000	rdkit: add pillow as runtime dependency
3	79714996	0 days 00:36:18.000000000	 add r-qqman recipe
1	79678849	0 days 02:34:53.000000000	update vsearch to 2.0.2
95	79606598	0 days 18:47:22.000000000	Bioconda utils r 3 3 1 from Ryan with fixed UID
1	79599331	0 days 00:26:41.000000000	update krona to 2.7
9	79522698	1 days 01:09:50.000000000	rdkit update 2016.03.1
4	79503175	0 days 12:39:29.000000000	revert to previous build system
95	79471713	2 days 12:19:03.000000000	Bioconda utils r 3 3 1
1	79467694	0 days 00:28:36.000000000	use master branch from conda-utils
1	79460738	0 days 06:03:54.000000000	update viral-ngs to 1.9.2
3	79453740	0 days 08:56:47.000000000	Update: toil, bcbio for CWL batch schedulers
1	79391694	0 days 00:34:19.000000000	update viral-ngs to v1.9.1
3	79335896	0 days 00:18:33.000000000	Update: bcbio, toil support CWL on batch systems
1	79278174	0 days 00:26:29.000000000	infernal for OSX
2	79256383	0 days 03:40:16.000000000	Add recipe for Prokka 1.11
1	79151522	0 days 00:13:05.000000000	Bump deepTools
1	79093857	0 days 00:26:44.000000000	tagged version of gemini-0.19.1
1	79080997	0 days 01:04:49.000000000	update viral-ngs to v1.9.0
7	79026170	3 days 00:09:43.000000000	Add bioconda utils
1	79017991	0 days 01:10:50.000000000	Update: samtools against new r ncurses subversion
3	79007446	0 days 00:36:56.000000000	Update: bcbio-vm, java for libnet
4	78994952	1 days 06:59:59.000000000	Feature/r fastcluster
3	78982679	14 days 08:34:58.000000000	Feature/cap mirseq
2	78954886	0 days 14:24:20.000000000	add recipe for cosi2
2	78903647	1 days 15:51:12.000000000	Add tbl2asn 25.0
1	78861939	0 days 00:29:44.000000000	bump gemini from github repo
1	78849171	0 days 00:55:08.000000000	gene-impacts 0.1.3
1	78822179	0 days 01:30:39.000000000	Bump deepTools to 2.3.2
2	78798379	1 days 07:13:50.000000000	Add nanocall recipe
0	78786320	0 days 02:12:22.000000000	Add recipe for the pyalveo library to interface to the Alveo repository of language data
2	78650712	0 days 00:21:30.000000000	Update java: Latest 8 point release, bundle fonts
7	78637985	2 days 00:02:29.000000000	Feature/detonate
3	78608575	0 days 00:09:44.000000000	Add ncbi-genome-download recipe
2	78603879	0 days 01:11:28.000000000	Add gcc/llvm
1	78571969	0 days 00:15:23.000000000	Build on osx
1	78568405	0 days 00:12:44.000000000	Update: arvados-cwl-runner to support CWL v1.0
1	78541856	0 days 10:13:18.000000000	gnuplot: update to version 5.0.4
1	78511687	0 days 01:47:56.000000000	add license info
2	78502973	0 days 03:01:36.000000000	Add recipe for minced 0.2.0
3	78481990	0 days 00:31:02.000000000	Fiji recipe fixes
1	78475668	0 days 00:45:30.000000000	Trinity: bump build number
1	78473315	0 days 00:16:09.000000000	Trinity: add needed script to path
0	78419265	0 days 01:03:30.000000000	update CIRCexplorer2 from 2.1.1 to 2.1.2
2	78365047	0 days 00:46:42.000000000	rebuilding trinity again
2	78309753	0 days 00:19:05.000000000	Update picard: use anaconda installed java
1	78305897	0 days 00:22:17.000000000	Update DEGreprot
6	78293399	0 days 00:27:12.000000000	Update: rtg-tools, toil, bcbio-nextgen
1	78223214	0 days 15:54:12.000000000	Add missing dependencies for bcbio-rnaseq.
1	78207876	0 days 00:17:24.000000000	Update seqbuster with main fixes
1	78178572	0 days 00:30:34.000000000	Update msprime to version 0.3.2
4	78174674	4 days 15:43:50.000000000	Feature/dfam
1	78160000	0 days 00:17:39.000000000	Update TopHat-Recondition to version 1.2.
2	78139820	0 days 00:14:21.000000000	add bioconductor-pcamethods
0	78131052	0 days 00:13:06.000000000	update CIRCexplorer2 from 2.1.0 to 2.1.1
1	78127512	0 days 00:15:24.000000000	Update VarScan to version 2.4.2.
2	78117157	0 days 02:14:07.000000000	Feature/trinity rebuild
1	78005435	6 days 22:01:17.000000000	inheritance-0.1.2
1	77996870	0 days 01:06:55.000000000	update viral-ngs to v1.8.0, add matplotlib as dependency
3	77980296	0 days 00:23:19.000000000	Perl excel writer xlsx
1	77980151	0 days 01:30:10.000000000	Bump build for seqbuster tool
6	77978111	5 days 18:06:57.000000000	Feature/transabyss
1	77939352	0 days 00:07:21.000000000	ruamel.ordereddict: migrate from conda-forge
7	77933757	0 days 01:19:26.000000000	Update: Toil and cwltool to support CWL v1.0
1	77908680	0 days 00:09:59.000000000	Bump clusterprofiler to 3.0.4. Enable OSX builds.
1	77906880	0 days 00:10:31.000000000	Bump DOSE version to 2.10.6.
1	77901321	0 days 10:36:51.000000000	Bump to version 1.2.0. Add R-based dependencies.
3	77856313	0 days 00:28:01.000000000	Update: multiqc, bcbio-variation
1	77846415	0 days 00:54:07.000000000	bump cyvcf2
7	77817826	0 days 00:22:31.000000000	Carna
2	77812296	0 days 17:34:02.000000000	sra-tools: bump to version 2.7.0
1	77811850	0 days 04:49:31.000000000	Update seqbuster
2	77801471	0 days 00:47:51.000000000	Add a recipe for TopHat-Recondition 1.1.
2	77784490	0 days 00:13:05.000000000	Update: bcbio (0.9.9) and MultiQC (log handles)
2	77712814	0 days 17:31:41.000000000	Update: gatk-framework to use anaconda java
3	77621632	0 days 01:01:36.000000000	update recipe locarna
2	77582939	0 days 00:07:25.000000000	simple_sv_annotation: use anaconda installed python
2	77511114	1 days 02:44:02.000000000	Add recipe for hcluster_sg 0.5.1
2	77495776	0 days 00:51:02.000000000	bump pybedtools
1	77486812	0 days 05:45:36.000000000	add cyvcf2 0.5 with py3 support
3	77483967	0 days 01:52:08.000000000	update recipe viennarna
2	77465339	14 days 07:58:25.000000000	new package data_hacks
0	77459999	0 days 00:24:04.000000000	update CIRCexplorer from 1.1.9 to 1.1.10
2	77334412	0 days 12:44:03.000000000	Add all binaries to freebayes
1	77286082	1 days 00:36:38.000000000	Update deepTools to 2.3.0
1	77150304	0 days 01:13:47.000000000	update viral-ngs to v1.7.1
11	77144819	0 days 03:05:39.000000000	Software from ISMB 2016 non open access papers
0	77126644	5 days 19:28:52.000000000	Update megahit to version 1.0.6
1	77115704	0 days 01:07:22.000000000	Upgrade HiCExplorer
2	77106531	0 days 02:53:01.000000000	Add recipe for miRanda 3.3a
1	77088014	0 days 00:37:01.000000000	snpeff: update to latest 4.3 development release
2	77079784	28 days 00:54:39.000000000	Feature/bioconductor cummerbund
32	77078287	0 days 01:26:56.000000000	Add Segway and genomedata
2	77017898	0 days 00:36:47.000000000	Added in neptune 1.2.3
0	77001803	0 days 11:30:56.000000000	Add OSX support for pear.
1	76994366	0 days 01:04:35.000000000	Update multiq-bcbio with new features
1	76978220	0 days 00:49:49.000000000	update viral-ngs to 1.7.0
2	76973666	0 days 03:59:25.000000000	flock (clustering for flow data)
2	76926732	0 days 00:18:00.000000000	Update: simple_sv_annotation to latest GitHub
11	76888018	1 days 17:09:08.000000000	Software from ISMB 2016
2	76883668	0 days 00:36:04.000000000	Cleaning up fermi recipe
2	76882765	0 days 00:19:49.000000000	Cleaning up abyss recipe
2	76882548	0 days 00:12:11.000000000	add bioconductor-metaMS
1	76876793	0 days 02:52:19.000000000	Update GUIDELINES.md
12	76864988	1 days 12:21:06.000000000	Add hivtrace 0.1.6 and missing dependencies
1	76837474	0 days 00:08:25.000000000	adds software license link
1	76834448	0 days 09:42:41.000000000	tdrmapper::Update with latest fixes
1	76805751	0 days 00:31:55.000000000	Added py version to string for python-consensuscore
3	76777856	1 days 11:20:49.000000000	Added in python-bioext 0.17.4
2	76777273	0 days 00:41:22.000000000	Added in python-hyphy-python 0.1.3
2	76776161	1 days 04:34:07.000000000	Fix meme binaries containing the build prefix
2	76773946	0 days 00:19:34.000000000	Added in python-consensuscore 1.0.0
4	76724946	3 days 23:19:30.000000000	genblasta and genblastg
3	76722834	3 days 23:38:02.000000000	soapdenovo2-prepare
2	76720992	4 days 03:33:45.000000000	soapdenovo2-gapcloser
2	76720950	4 days 00:37:54.000000000	Soapdenovo2 error correction tool
4	76716573	2 days 23:15:46.000000000	Kmergenie
2	76716316	11 days 02:55:25.000000000	SOAPec
5	76715451	3 days 23:22:13.000000000	SOAPDenovo2
0	76697116	38 days 12:04:06.000000000	2pg_cartesian
49	76597285	1 days 00:09:00.000000000	flow-related recipe
5	76594190	1 days 07:47:24.000000000	Piler + Mreps recipes 
0	76537926	0 days 00:12:00.000000000	Update Gromacs package.
2	76514252	1 days 16:47:51.000000000	Added in tn93 1.0.2
2	76503604	0 days 00:14:39.000000000	graph embed
1	76484016	1 days 01:00:03.000000000	adds rgi version 3.1.1
1	76482539	0 days 00:44:25.000000000	Update TopHat to 2.1.1
1	76468639	0 days 02:13:21.000000000	bump gemini to 0.19.0
2	76467655	0 days 04:42:08.000000000	bump grabix to v0.1.7
1	76456030	0 days 03:15:24.000000000	cyvcf2-0.4.2
5	76454573	0 days 02:01:56.000000000	Update toil to latest development version
1	76454097	0 days 07:12:57.000000000	update viral-ngs to v1.6.1
1	76428760	0 days 01:12:07.000000000	noarch rgi fix
2	76415804	0 days 02:14:20.000000000	zlib and OSX builds
312	76409826	24 days 03:29:41.000000000	Use bioconda utils
0	76391901	7 days 00:17:43.000000000	Added recipe for UMI-tools
2	76384048	0 days 04:46:57.000000000	zlib updates for bedtools
2	76340711	0 days 00:57:03.000000000	add tabview
2	76306537	0 days 00:37:56.000000000	Fix entrez
3	76261824	0 days 05:37:22.000000000	updated jellyfish to 2.2.6
2	76246632	0 days 00:13:13.000000000	bcbio(-vm): update for integrated CWL runner support
2	76192124	1 days 21:16:52.000000000	Add umis recipe.
2	76190892	0 days 00:16:41.000000000	Add regex recipe.
1	76168469	0 days 00:18:47.000000000	MultiQC v0.7 - Restored accidentally deleted lines.
1	76166201	0 days 00:15:08.000000000	Updated MultiQC to v0.7
2	76157585	3 days 21:55:29.000000000	Feature/discovar denovo
2	76141888	0 days 10:36:12.000000000	Feature/discovar
0	76134012	0 days 00:15:56.000000000	upgrade CIRCexplorer2 from 2.0.1 to 2.1.0
2	76118710	0 days 00:58:07.000000000	commiting jemmaloc recipe for discovar denovo
1	76104503	0 days 00:15:14.000000000	Build on osx
1	76090742	0 days 00:37:55.000000000	fastool for osx
6	76088245	0 days 13:05:47.000000000	jellyfish os-x builds
3	76074620	0 days 10:29:52.000000000	Add recipe for R Bioconductor package biosigner.
12	76071847	1 days 09:09:59.000000000	Feature/trinity
3	76068670	0 days 03:37:31.000000000	Update bioconductor-ropls to version 1.4.2.
1	76061087	0 days 00:39:04.000000000	sentieon: update to latest release + OSX
2	76019436	0 days 04:20:26.000000000	add astalavista
2	76010482	0 days 10:57:12.000000000	Bump Kallisto to 0.43.0.
5	76007279	1 days 19:03:55.000000000	Feature/trinotate
1	76004368	0 days 16:18:43.000000000	Bump WhatsHap to 0.12
9	75990920	0 days 01:13:05.000000000	commiting perl-file-find-rule
1	75987939	0 days 05:11:04.000000000	add doc-building dependencies
1	75982918	0 days 00:16:15.000000000	simple_sv_annotation: fix latest build
2	75864789	0 days 19:51:13.000000000	add sphinx-argparse
1	75859917	0 days 01:51:44.000000000	Try to compile hmmer on OSX
1	75856581	0 days 03:15:57.000000000	bump gene-impacts
1	75855746	0 days 03:21:52.000000000	bump inheritance
1	75852961	0 days 01:11:03.000000000	update viral-ngs to v1.6.0
1	75842105	0 days 01:21:36.000000000	bump cyvcf2
2	75811808	1 days 04:18:10.000000000	Feature/mira
2	75811714	1 days 04:19:08.000000000	Feature/kat
2	75811636	1 days 04:20:37.000000000	Feature/idba
17	75787623	1 days 07:25:31.000000000	Feature/metavelvet sl
1	75751107	0 days 09:53:17.000000000	Update meta.yaml
1	75747384	0 days 13:46:50.000000000	Upgrade picard to 2.5.0
2	75724736	0 days 23:29:28.000000000	abricate: correct deps
2	75696398	0 days 17:56:49.000000000	Velvet: Update compilation settings to something more sensible.
4	75643304	3 days 10:28:11.000000000	update jamm to version 1.0.7.4
5	75629743	1 days 03:10:49.000000000	Feature/metavelet
6	75593478	2 days 10:39:38.000000000	Feature/braker
2	75541443	0 days 02:28:49.000000000	Add recipe for bambamc 0.0.50.
1	75526912	0 days 02:48:19.000000000	novoalign meta.yaml typo; s/note/notes/g
1	75506066	0 days 00:52:00.000000000	update novoalign note to mention novoalign-license-register
1	75493267	0 days 01:09:50.000000000	copy novoalign license only if it does not exist in the conda bin
0	75489016	0 days 00:33:32.000000000	Update diamond to 0.8.9
6	75457424	26 days 09:07:26.000000000	Ncbi genome download
2	75361814	0 days 02:53:26.000000000	patch mummerplot to work with newer versions of perl. fixes #1254
1	75341119	0 days 08:58:08.000000000	Add new members.
1	75326120	0 days 06:30:25.000000000	transdecoder fix: add perl-db-file dep
0	75315981	0 days 19:20:55.000000000	Updated vsearch to version 2.0.0
3	75236267	0 days 01:52:50.000000000	Bambamc
4	75235504	0 days 00:46:53.000000000	Snippy 3.1
2	75216543	0 days 00:14:37.000000000	raxml: compile single cpu bin too
1	75216302	0 days 12:22:24.000000000	GNU Parallel - support for OSX + perl runtime dep
2	75214296	10 days 05:29:50.000000000	adds rgi version 3.0.9
1	75212849	0 days 00:55:21.000000000	Fix MACS2 version string, which will help with Galaxy integration as …
2	75212557	0 days 00:08:16.000000000	"Revert ""Add stringtie 1.2.3"""
1	75212146	0 days 01:48:30.000000000	Fix Transdecoder : add perl-uri deps ; enable tests
2	75212012	0 days 01:22:28.000000000	mlst 2.6 (new recipe)
6	75211872	0 days 02:53:31.000000000	stringtie cleanup
2	75210173	0 days 03:40:20.000000000	Build on osx
2	75206663	0 days 02:09:06.000000000	Add stringtie 1.2.3
1	75165959	0 days 00:13:33.000000000	Update multiqc for bcbio
1	75162016	0 days 00:15:42.000000000	Update tdrMapper
0	75156629	0 days 01:31:04.000000000	update dada2 to BioConductor release
0	75147663	0 days 00:29:49.000000000	add rcppparallel and its dependency r-bh
1	75121786	0 days 00:07:29.000000000	Updated msprime to version 0.3.1.
3	75034649	4 days 01:25:02.000000000	omit upper bound from jdk version for older trinity
1	75028312	4 days 04:44:04.000000000	add java-jdk >=7 to viral-ngs dependencies
1	75027937	0 days 00:50:10.000000000	pin java-jdk of trimmomatic 0.35 to >=8
1	75027617	0 days 00:46:13.000000000	pin picard 1.2.6 java to java-jdk >=8
3	75027253	0 days 00:18:24.000000000	add sub-recipe for older snpeff, version 4.1l
1	75000854	0 days 00:31:04.000000000	update nglview version from 0.5.1 to 0.5.2
0	74992898	1 days 04:03:19.000000000	Convert freebayes python scripts for Python 3 using 2to3.
1	74990806	1 days 23:46:56.000000000	add cython to the build
1	74982241	0 days 00:22:26.000000000	updated parallel
1	74923885	0 days 06:25:54.000000000	Update: gvcf_region with CGI fixes
3	74912578	0 days 00:55:19.000000000	Add r-compquadform
1	74879038	0 days 07:45:47.000000000	alter viral-ngs dependencies test->run
3	74827755	0 days 14:17:32.000000000	Add recipe for bamtools 2.3.0
1	74786550	0 days 18:17:58.000000000	Use only 2 subdags.
4	74750840	0 days 22:41:09.000000000	Update: GATK and gvcf_regions
0	74710484	1 days 15:09:22.000000000	GROMACS Package
1	74670262	0 days 17:26:16.000000000	update viral-ngs to v1.5.4
1	74649637	0 days 09:36:57.000000000	bumpy peddy
1	74645954	0 days 20:07:20.000000000	omit krona from viral-ngs recipe for now
1	74630648	0 days 03:19:34.000000000	Fix htseq version
2	74623722	0 days 03:36:22.000000000	add boltons
1	74587665	0 days 00:29:15.000000000	bcbiogff updates
4	74580163	0 days 00:42:19.000000000	Updates: sambamba, svtyper, sentieon
0	74568853	0 days 00:36:00.000000000	add the recipe for CIRCexplorer2
47	74555937	0 days 00:33:06.000000000	Circos
3	74524384	0 days 05:00:29.000000000	ad perl-params
4	74505907	0 days 16:16:53.000000000	add selscan
1	74462254	0 days 03:33:21.000000000	update htseq build
2	74454365	0 days 00:52:56.000000000	add recipe for pycodestyle
1	74453632	0 days 00:45:11.000000000	update viral ngs recipe to v1.5.3
3	74441899	0 days 00:18:39.000000000	new limma version
1	74378564	0 days 13:43:01.000000000	Bump multiqc-bcbio to version that incorporates rRNA.
1	74347298	0 days 04:01:25.000000000	update peddy
16	74338097	0 days 00:32:51.000000000	Build some more perl packages on OSX
5	74332142	0 days 08:06:26.000000000	New recipes: seq2c, sentieon
1	74331905	0 days 04:22:09.000000000	Build on osx
1	74331885	0 days 05:02:12.000000000	Build on osx
1	74307923	0 days 09:11:06.000000000	Update index.rst
406	74286560	0 days 05:30:26.000000000	Add bioperl and a few other perl libs
1	74243202	0 days 00:42:23.000000000	Guidelines update
1	74242090	0 days 00:29:13.000000000	Build for OSX
1	74207998	0 days 00:54:43.000000000	Fix build string of mapsplice.
2	74184519	0 days 05:54:42.000000000	krona corrections
1	74182391	0 days 06:31:46.000000000	update viral-ngs dependencies
